"unitid","institution name","year","C2012_A.First or Second Major","C2012_A.CIP Code -  2010 Classification","CipTitle","C2012_A.Award Level code","C2012_A.Grand total","IDX_C"
"122843","Westwood College-Los Angeles","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","169","-2"
"122843","Westwood College-Los Angeles","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","0","-2"
"122889","Santa Barbara City College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","16","-2"
"122889","Santa Barbara City College","2012","First major","'14'","Engineering","Associate's degree","14","-2"
"122889","Santa Barbara City College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","3","-2"
"122889","Santa Barbara City College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","16","-2"
"122889","Santa Barbara City College","2012","First major","'40'","Physical Sciences","Associate's degree","19","-2"
"122931","Santa Clara University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","9","-2"
"122931","Santa Clara University","2012","First major","'14'","Engineering","Bachelor's degree","168","-2"
"122931","Santa Clara University","2012","First major","'14'","Engineering","Master's degree","217","-2"
"122931","Santa Clara University","2012","First major","'14'","Engineering","Doctor's degree - research/scholarship ","6","-2"
"122931","Santa Clara University","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Master's degree","93","-2"
"122931","Santa Clara University","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","13","-2"
"122931","Santa Clara University","2012","First major","'27'","Mathematics and Statistics","Master's degree","7","-2"
"122931","Santa Clara University","2012","First major","'40'","Physical Sciences","Bachelor's degree","12","-2"
"122931","Santa Clara University","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"122931","Santa Clara University","2012","Second major","'14'","Engineering","Bachelor's degree","2","-2"
"122931","Santa Clara University","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","6","-2"
"122931","Santa Clara University","2012","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"122977","Santa Monica College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","19","-2"
"122977","Santa Monica College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","2","-2"
"122977","Santa Monica College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","3","-2"
"123013","Santa Rosa Junior College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","3","-2"
"123013","Santa Rosa Junior College","2012","First major","'14'","Engineering","Associate's degree","6","-2"
"123013","Santa Rosa Junior College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","17","-2"
"123013","Santa Rosa Junior College","2012","First major","'40'","Physical Sciences","Associate's degree","2","-2"
"123165","Scripps College","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"123165","Scripps College","2012","First major","'14'","Engineering","Bachelor's degree","1","-2"
"123165","Scripps College","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","6","-2"
"123165","Scripps College","2012","First major","'40'","Physical Sciences","Bachelor's degree","4","-2"
"123165","Scripps College","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","4","-2"
"123165","Scripps College","2012","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"123217","College of the Sequoias","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","5","-2"
"123217","College of the Sequoias","2012","First major","'14'","Engineering","Associate's degree","3","-2"
"123217","College of the Sequoias","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","6","-2"
"123217","College of the Sequoias","2012","First major","'27'","Mathematics and Statistics","Associate's degree","3","-2"
"123217","College of the Sequoias","2012","First major","'40'","Physical Sciences","Associate's degree","4","-2"
"123299","Shasta College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","7","-2"
"123299","Shasta College","2012","First major","'14'","Engineering","Associate's degree","11","-2"
"123299","Shasta College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","6","-2"
"123299","Shasta College","2012","First major","'40'","Physical Sciences","Associate's degree","2","-2"
"123341","Sierra College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","43","-2"
"123341","Sierra College","2012","First major","'14'","Engineering","Associate's degree","3","-2"
"123341","Sierra College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","14","-2"
"123341","Sierra College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","18","-2"
"123341","Sierra College","2012","First major","'40'","Physical Sciences","Associate's degree","21","-2"
"123457","Simpson University","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"123484","College of the Siskiyous","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","2","-2"
"123484","College of the Siskiyous","2012","First major","'27'","Mathematics and Statistics","Associate's degree","3","-2"
"123509","Skyline College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","18","-2"
"123509","Skyline College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","3","-2"
"123509","Skyline College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","7","-2"
"123527","San Bernardino Valley College","2012","First major","'14'","Engineering","Associate's degree","1","-2"
"123527","San Bernardino Valley College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","5","-2"
"123527","San Bernardino Valley College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","7","-2"
"123527","San Bernardino Valley College","2012","First major","'40'","Physical Sciences","Associate's degree","7","-2"
"123554","Saint Marys College of California","2012","First major","'14'","Engineering","Bachelor's degree","2","-2"
"123554","Saint Marys College of California","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","3","-2"
"123554","Saint Marys College of California","2012","First major","'40'","Physical Sciences","Bachelor's degree","5","-2"
"123563","Solano Community College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","7","-2"
"123563","Solano Community College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","15","-2"
"123563","Solano Community College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","20","-2"
"123563","Solano Community College","2012","First major","'40'","Physical Sciences","Associate's degree","21","-2"
"123572","Sonoma State University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","22","-2"
"123572","Sonoma State University","2012","First major","'14'","Engineering","Bachelor's degree","2","-2"
"123572","Sonoma State University","2012","First major","'14'","Engineering","Master's degree","6","-2"
"123572","Sonoma State University","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","21","-2"
"123572","Sonoma State University","2012","First major","'40'","Physical Sciences","Bachelor's degree","33","-2"
"123572","Sonoma State University","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","3","-2"
"123572","Sonoma State University","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","9","-2"
"123572","Sonoma State University","2012","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"123651","Vanguard University of Southern California","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"123651","Vanguard University of Southern California","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"123651","Vanguard University of Southern California","2012","First major","'40'","Physical Sciences","Bachelor's degree","0","-2"
"123800","Southwestern College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","18","-2"
"123800","Southwestern College","2012","First major","'14'","Engineering","Associate's degree","1","-2"
"123800","Southwestern College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","14","-2"
"123800","Southwestern College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","5","-2"
"123800","Southwestern College","2012","First major","'40'","Physical Sciences","Associate's degree","4","-2"
"123961","University of Southern California","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","31","-2"
"123961","University of Southern California","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","422","-2"
"123961","University of Southern California","2012","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship ","24","-2"
"123961","University of Southern California","2012","First major","'14'","Engineering","Bachelor's degree","419","-2"
"123961","University of Southern California","2012","First major","'14'","Engineering","Master's degree","1208","-2"
"123961","University of Southern California","2012","First major","'14'","Engineering","Doctor's degree - research/scholarship ","120","-2"
"123961","University of Southern California","2012","First major","'14'","Engineering","Doctor's degree - other ","2","-2"
"123961","University of Southern California","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","32","-2"
"123961","University of Southern California","2012","First major","'27'","Mathematics and Statistics","Master's degree","46","-2"
"123961","University of Southern California","2012","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship ","12","-2"
"123961","University of Southern California","2012","First major","'40'","Physical Sciences","Bachelor's degree","29","-2"
"123961","University of Southern California","2012","First major","'40'","Physical Sciences","Master's degree","14","-2"
"123961","University of Southern California","2012","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship ","39","-2"
"123961","University of Southern California","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"123961","University of Southern California","2012","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"124113","Taft College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","2","-2"
"124113","Taft College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","1","-2"
"125028","Ventura College","2012","First major","'14'","Engineering","Associate's degree","9","-2"
"125028","Ventura College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","8","-2"
"125091","Victor Valley College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","7","-2"
"125091","Victor Valley College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","17","-2"
"125170","Berkeley City College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","1","-2"
"125170","Berkeley City College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","3","-2"
"125462","West Hills College Coalinga","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","3","-2"
"125471","West Los Angeles College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","10","-2"
"125471","West Los Angeles College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","1","-2"
"125499","West Valley College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","6","-2"
"125499","West Valley College","2012","First major","'14'","Engineering","Associate's degree","2","-2"
"125499","West Valley College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","7","-2"
"125499","West Valley College","2012","First major","'40'","Physical Sciences","Associate's degree","4","-2"
"125532","Carrington College California-Sacramento","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","10","-2"
"125532","Carrington College California-Sacramento","2012","First major","'14'","Engineering","Associate's degree","1","-2"
"125727","Westmont College","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","4","-2"
"125727","Westmont College","2012","First major","'14'","Engineering","Bachelor's degree","3","-2"
"125727","Westmont College","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","6","-2"
"125727","Westmont College","2012","First major","'40'","Physical Sciences","Bachelor's degree","15","-2"
"125727","Westmont College","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"125727","Westmont College","2012","Second major","'14'","Engineering","Bachelor's degree","0","-2"
"125727","Westmont College","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"125727","Westmont College","2012","Second major","'40'","Physical Sciences","Bachelor's degree","5","-2"
"125763","Whittier College","2012","First major","'14'","Engineering","Bachelor's degree","1","-2"
"125763","Whittier College","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","4","-2"
"125763","Whittier College","2012","First major","'40'","Physical Sciences","Bachelor's degree","7","-2"
"125763","Whittier College","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"125763","Whittier College","2012","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"125897","Woodbury University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"126119","Yuba College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","6","-2"
"126119","Yuba College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","2","-2"
"126119","Yuba College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","10","-2"
"243744","Stanford University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","143","-2"
"243744","Stanford University","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","161","-2"
"243744","Stanford University","2012","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship ","30","-2"
"243744","Stanford University","2012","First major","'14'","Engineering","Bachelor's degree","267","-2"
"243744","Stanford University","2012","First major","'14'","Engineering","Master's degree","737","-2"
"243744","Stanford University","2012","First major","'14'","Engineering","Doctor's degree - research/scholarship ","246","-2"
"243744","Stanford University","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","68","-2"
"243744","Stanford University","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Master's degree","201","-2"
"243744","Stanford University","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Doctor's degree - research/scholarship ","20","-2"
"243744","Stanford University","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","46","-2"
"243744","Stanford University","2012","First major","'27'","Mathematics and Statistics","Master's degree","75","-2"
"243744","Stanford University","2012","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship ","33","-2"
"243744","Stanford University","2012","First major","'40'","Physical Sciences","Bachelor's degree","102","-2"
"243744","Stanford University","2012","First major","'40'","Physical Sciences","Master's degree","68","-2"
"243744","Stanford University","2012","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship ","98","-2"
"243744","Stanford University","2012","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"243744","Stanford University","2012","Second major","'14'","Engineering","Bachelor's degree","1","-2"
"243744","Stanford University","2012","Second major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","1","-2"
"243744","Stanford University","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","14","-2"
"243744","Stanford University","2012","Second major","'40'","Physical Sciences","Bachelor's degree","7","-2"
"244011","ITT Technical Institute-Sylmar","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","45","-2"
"244011","ITT Technical Institute-Sylmar","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","19","-2"
"244011","ITT Technical Institute-Sylmar","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","81","-2"
"244011","ITT Technical Institute-Sylmar","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","13","-2"
"262086","Brandman University","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","24","-2"
"363387","Heald College-Roseville","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","50","-2"
"366401","Las Positas College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","4","-2"
"366401","Las Positas College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","1","-2"
"366401","Las Positas College","2012","First major","'40'","Physical Sciences","Associate's degree","4","-2"
"366711","California State University-San Marcos","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","29","-2"
"366711","California State University-San Marcos","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","6","-2"
"366711","California State University-San Marcos","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","10","-2"
"366711","California State University-San Marcos","2012","First major","'27'","Mathematics and Statistics","Master's degree","4","-2"
"366711","California State University-San Marcos","2012","First major","'40'","Physical Sciences","Bachelor's degree","11","-2"
"366711","California State University-San Marcos","2012","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"371760","Heald College-Stockton","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","49","-2"
"371779","Heald College-Hayward","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","49","-2"
"372222","University of Phoenix-San Diego Campus","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","37","-2"
"378406","ITT Technical Institute-Torrance","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","63","-2"
"378406","ITT Technical Institute-Torrance","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","21","-2"
"378406","ITT Technical Institute-Torrance","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","106","-2"
"378406","ITT Technical Institute-Torrance","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","12","-2"
"381909","ITT Technical Institute-San Bernardino","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","69","-2"
"381909","ITT Technical Institute-San Bernardino","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","20","-2"
"381909","ITT Technical Institute-San Bernardino","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","137","-2"
"381909","ITT Technical Institute-San Bernardino","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","22","-2"
"395362","Copper Mountain Community College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","9","-2"
"395362","Copper Mountain Community College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","2","-2"
"398130","Mt Sierra College","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","15","-2"
"399212","Santiago Canyon College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","2","-2"
"399212","Santiago Canyon College","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","43","-2"
"399212","Santiago Canyon College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","5","-2"
"399212","Santiago Canyon College","2012","First major","'40'","Physical Sciences","Associate's degree","10","-2"
"399869","Southern California Institute of Technology","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","7","-2"
"399869","Southern California Institute of Technology","2012","First major","'14'","Engineering","Bachelor's degree","45","-2"
"399869","Southern California Institute of Technology","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","5","-2"
"399869","Southern California Institute of Technology","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","2","-2"
"406006","University of Phoenix-Bay Area Campus","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","2","-2"
"406015","University of Phoenix-Southern California Campus","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","3","-2"
"409698","California State University-Monterey Bay","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","19","-2"
"409698","California State University-Monterey Bay","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","17","-2"
"409698","California State University-Monterey Bay","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"410502","The Art Institute of California-Argosy University Hollywood","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","3","-2"
"410502","The Art Institute of California-Argosy University Hollywood","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","5","-2"
"413848","ITT Technical Institute-Oxnard","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","18","-2"
"413848","ITT Technical Institute-Oxnard","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","18","-2"
"413848","ITT Technical Institute-Oxnard","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","47","-2"
"413848","ITT Technical Institute-Oxnard","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","0","-2"
"419509","University of Phoenix-Sacramento Valley Campus","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","9","-2"
"432533","The Art Institute of California-Argosy University Los Angeles","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","9","-2"
"432533","The Art Institute of California-Argosy University Los Angeles","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","51","-2"
"437219","ITT Technical Institute-Lathrop","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","30","-2"
"437219","ITT Technical Institute-Lathrop","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","11","-2"
"437219","ITT Technical Institute-Lathrop","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","52","-2"
"437219","ITT Technical Institute-Lathrop","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","19","-2"
"437848","Westwood College-Anaheim","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","0","-2"
"437848","Westwood College-Anaheim","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","32","-2"
"437848","Westwood College-Anaheim","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","4","-2"
"437936","Carrington College California-San Jose","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","2","-2"
"437936","Carrington College California-San Jose","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","2","-2"
"440484","Westwood College-Inland Empire","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","0","-2"
"440484","Westwood College-Inland Empire","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","29","-2"
"440484","Westwood College-Inland Empire","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","0","-2"
"441186","San Diego State University-Imperial Valley Campus","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","3","-2"
"441186","San Diego State University-Imperial Valley Campus","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"441937","California State University-Channel Islands","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","35","-2"
"441937","California State University-Channel Islands","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","3","-2"
"441937","California State University-Channel Islands","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","18","-2"
"441937","California State University-Channel Islands","2012","First major","'27'","Mathematics and Statistics","Master's degree","11","-2"
"441937","California State University-Channel Islands","2012","First major","'40'","Physical Sciences","Bachelor's degree","17","-2"
"441937","California State University-Channel Islands","2012","Second major","'27'","Mathematics and Statistics","Bachelor's degree","3","-2"
"441937","California State University-Channel Islands","2012","Second major","'40'","Physical Sciences","Bachelor's degree","6","-2"
"441973","The Art Institute of California-Argosy University Orange County","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","6","-2"
"441973","The Art Institute of California-Argosy University Orange County","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","47","-2"
"444219","Folsom Lake College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","3","-2"
"444219","Folsom Lake College","2012","First major","'27'","Mathematics and Statistics","Associate's degree","1","-2"
"444219","Folsom Lake College","2012","First major","'40'","Physical Sciences","Associate's degree","1","-2"
"445188","University of California-Merced","2012","First major","'14'","Engineering","Bachelor's degree","101","-2"
"445188","University of California-Merced","2012","First major","'14'","Engineering","Master's degree","7","-2"
"445188","University of California-Merced","2012","First major","'14'","Engineering","Doctor's degree - research/scholarship ","4","-2"
"445188","University of California-Merced","2012","First major","'27'","Mathematics and Statistics","Bachelor's degree","14","-2"
"445188","University of California-Merced","2012","First major","'27'","Mathematics and Statistics","Master's degree","3","-2"
"445188","University of California-Merced","2012","First major","'40'","Physical Sciences","Bachelor's degree","29","-2"
"445188","University of California-Merced","2012","First major","'40'","Physical Sciences","Master's degree","1","-2"
"445188","University of California-Merced","2012","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship ","4","-2"
"445188","University of California-Merced","2012","Second major","'14'","Engineering","Bachelor's degree","3","-2"
"445355","Carrington College California-Emeryville","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","1","-2"
"445717","University of Phoenix-Central Valley Campus","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"446561","Stanbridge College","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","3","-2"
"446561","Stanbridge College","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","0","-2"
"447102","Kaplan College-Bakersfield","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","12","-2"
"447458","Expression College for Digital Arts","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","27","-2"
"448451","ITT Technical Institute-Clovis","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","41","-2"
"448451","ITT Technical Institute-Clovis","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","10","-2"
"448451","ITT Technical Institute-Clovis","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","51","-2"
"448451","ITT Technical Institute-Clovis","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","0","-2"
"448576","The Art Institute of California-Argosy University Inland Empire","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","40","-2"
"448594","West Hills College Lemoore","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","17","-2"
"448594","West Hills College Lemoore","2012","First major","'14'","Engineering","Associate's degree","3","-2"
"448594","West Hills College Lemoore","2012","First major","'27'","Mathematics and Statistics","Associate's degree","4","-2"
"448594","West Hills College Lemoore","2012","First major","'40'","Physical Sciences","Associate's degree","1","-2"
"450094","The Art Institute of California-Argosy University Sacramento","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","9","-2"
"450094","The Art Institute of California-Argosy University Sacramento","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","21","-2"
"450447","International Academy of Design and Technology-Sacramento","2012","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","1","-2"
"450979","Trident University International","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","198","-2"
"450979","Trident University International","2012","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","159","-2"
"451848","The Art Institute of California-Argosy University Sunnyvale","2012","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","8","-2"
"451848","The Art Institute of California-Argosy University Sunnyvale","2012","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","19","-2"
